[ 2017-04-15T09:08:37+08:00 ] /web/index.php/User/ZcUserList | INFO: Tag[ route_check ] --START--
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_template ] --START--
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | INFO: Run LocationTemplate Behavior [ RunTime:0.001567s ]
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_template ] --END-- [ RunTime:0.001617s ]
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_parse ] --START--
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 262 行.
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 269 行.
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 278 行.
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 282 行.
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 288 行.
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 291 行.
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 293 行.
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 293 行.
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 293 行.
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 293 行.
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined variable: start_date 33591eda54bd0c0798961cc29c6c491e.php 第 16 行.
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined variable: end_date 33591eda54bd0c0798961cc29c6c491e.php 第 17 行.
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | INFO: Run ParseTemplate Behavior [ RunTime:0.022596s ]
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022636s ]
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_filter ] --START--
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | INFO: Run ContentReplace Behavior [ RunTime:0.000346s ]
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | INFO: Run TokenBuild Behavior [ RunTime:0.000357s ]
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000173s ]
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | INFO: Run ShowRuntime Behavior [ RunTime:0.000609s ]
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001594s ]
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | NOTIC: [2] Cannot modify header information - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) View.class.php 第 120 行.
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | NOTIC: [2] Cannot modify header information - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) View.class.php 第 121 行.
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | NOTIC: [2] Cannot modify header information - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) View.class.php 第 122 行.
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_end ] --START--
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | INFO: Run ShowPageTrace Behavior [ RunTime:0.000343s ]
[ 2017-04-15T09:08:39+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_end ] --END-- [ RunTime:0.000379s ]
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ route_check ] --START--
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | INFO: Run CheckRoute Behavior [ RunTime:0.000826s ]
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ route_check ] --END-- [ RunTime:0.000913s ]
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ app_begin ] --START--
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000506s ]
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000553s ]
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | NOTIC: [2] session_start() [<a href='function.session-start'>function.session-start</a>]: Cannot send session cookie - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) functions.php 第 411 行.
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | NOTIC: [2] session_start() [<a href='function.session-start'>function.session-start</a>]: Cannot send session cache limiter - headers already sent (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) functions.php 第 411 行.
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] A session had already been started - ignoring session_start() UserAction.class.php 第 6 行.
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | SQL: select *
from QPAccountsDB.dbo.kouliang   a
where EXISTS
(select 1 FROM
(select qdid,max(time)time from QPAccountsDB.dbo.kouliang    group by qdid) b where a.qdid=b.qdid and a.time =b.time ) [ RunTime:0.000345s ]
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_template ] --START--
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | INFO: Run LocationTemplate Behavior [ RunTime:0.000866s ]
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_template ] --END-- [ RunTime:0.000932s ]
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_parse ] --START--
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 262 行.
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 269 行.
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 278 行.
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 282 行.
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 288 行.
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 291 行.
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 293 行.
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 293 行.
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 293 行.
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 293 行.
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined variable: start_date 33591eda54bd0c0798961cc29c6c491e.php 第 16 行.
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined variable: end_date 33591eda54bd0c0798961cc29c6c491e.php 第 17 行.
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | INFO: Run ParseTemplate Behavior [ RunTime:0.008613s ]
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_parse ] --END-- [ RunTime:0.008661s ]
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_filter ] --START--
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | INFO: Run ContentReplace Behavior [ RunTime:0.000409s ]
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | INFO: Run TokenBuild Behavior [ RunTime:0.000456s ]
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000221s ]
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | INFO: Run ShowRuntime Behavior [ RunTime:0.000424s ]
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001641s ]
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | NOTIC: [2] Cannot modify header information - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) View.class.php 第 120 行.
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | NOTIC: [2] Cannot modify header information - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) View.class.php 第 121 行.
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | NOTIC: [2] Cannot modify header information - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) View.class.php 第 122 行.
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_end ] --START--
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | INFO: Run ShowPageTrace Behavior [ RunTime:0.000493s ]
[ 2017-04-15T09:09:16+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_end ] --END-- [ RunTime:0.000556s ]
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ route_check ] --START--
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | INFO: Run CheckRoute Behavior [ RunTime:0.000609s ]
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ route_check ] --END-- [ RunTime:0.000679s ]
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ app_begin ] --START--
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000397s ]
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000433s ]
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | NOTIC: [2] session_start() [<a href='function.session-start'>function.session-start</a>]: Cannot send session cookie - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) functions.php 第 411 行.
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | NOTIC: [2] session_start() [<a href='function.session-start'>function.session-start</a>]: Cannot send session cache limiter - headers already sent (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) functions.php 第 411 行.
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] A session had already been started - ignoring session_start() UserAction.class.php 第 6 行.
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | SQL: select *
from QPAccountsDB.dbo.kouliang   a
where EXISTS
(select 1 FROM
(select qdid,max(time)time from QPAccountsDB.dbo.kouliang    group by qdid) b where a.qdid=b.qdid and a.time =b.time ) [ RunTime:0.000212s ]
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_template ] --START--
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | INFO: Run LocationTemplate Behavior [ RunTime:0.000922s ]
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_template ] --END-- [ RunTime:0.000967s ]
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_parse ] --START--
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 262 行.
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 269 行.
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 278 行.
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 282 行.
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 288 行.
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 291 行.
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 293 行.
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 293 行.
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 293 行.
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 293 行.
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined variable: start_date 33591eda54bd0c0798961cc29c6c491e.php 第 16 行.
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | NOTIC: [8] Undefined variable: end_date 33591eda54bd0c0798961cc29c6c491e.php 第 17 行.
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | INFO: Run ParseTemplate Behavior [ RunTime:0.007671s ]
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_parse ] --END-- [ RunTime:0.007709s ]
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_filter ] --START--
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | INFO: Run ContentReplace Behavior [ RunTime:0.000311s ]
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | INFO: Run TokenBuild Behavior [ RunTime:0.000484s ]
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000184s ]
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | INFO: Run ShowRuntime Behavior [ RunTime:0.000378s ]
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001479s ]
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | NOTIC: [2] Cannot modify header information - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) View.class.php 第 120 行.
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | NOTIC: [2] Cannot modify header information - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) View.class.php 第 121 行.
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | NOTIC: [2] Cannot modify header information - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) View.class.php 第 122 行.
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_end ] --START--
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | INFO: Run ShowPageTrace Behavior [ RunTime:0.000360s ]
[ 2017-04-15T09:09:23+08:00 ] /web/index.php/User/kouliang | INFO: Tag[ view_end ] --END-- [ RunTime:0.000398s ]
[ 2017-04-15T09:09:25+08:00 ] /web/index.php/User/newUser_cz | INFO: Tag[ route_check ] --START--
[ 2017-04-15T09:09:25+08:00 ] /web/index.php/User/newUser_cz | INFO: Run CheckRoute Behavior [ RunTime:0.000631s ]
[ 2017-04-15T09:09:25+08:00 ] /web/index.php/User/newUser_cz | INFO: Tag[ route_check ] --END-- [ RunTime:0.000699s ]
[ 2017-04-15T09:09:25+08:00 ] /web/index.php/User/newUser_cz | INFO: Tag[ app_begin ] --START--
[ 2017-04-15T09:09:25+08:00 ] /web/index.php/User/newUser_cz | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000388s ]
[ 2017-04-15T09:09:25+08:00 ] /web/index.php/User/newUser_cz | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000423s ]
[ 2017-04-15T09:09:25+08:00 ] /web/index.php/User/newUser_cz | NOTIC: [2] session_start() [<a href='function.session-start'>function.session-start</a>]: Cannot send session cookie - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) functions.php 第 411 行.
[ 2017-04-15T09:09:25+08:00 ] /web/index.php/User/newUser_cz | NOTIC: [2] session_start() [<a href='function.session-start'>function.session-start</a>]: Cannot send session cache limiter - headers already sent (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) functions.php 第 411 行.
[ 2017-04-15T09:09:25+08:00 ] /web/index.php/User/newUser_cz | NOTIC: [8] A session had already been started - ignoring session_start() UserAction.class.php 第 6 行.
[ 2017-04-15T09:09:25+08:00 ] /web/index.php/User/newUser_cz | INFO: Tag[ view_template ] --START--
[ 2017-04-15T09:09:25+08:00 ] /web/index.php/User/newUser_cz | INFO: Run LocationTemplate Behavior [ RunTime:0.001007s ]
[ 2017-04-15T09:09:25+08:00 ] /web/index.php/User/newUser_cz | INFO: Tag[ view_template ] --END-- [ RunTime:0.001050s ]
[ 2017-04-15T09:09:25+08:00 ] /web/index.php/User/newUser_cz | INFO: Tag[ view_parse ] --START--
[ 2017-04-15T09:09:25+08:00 ] /web/index.php/User/newUser_cz | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 262 行.
[ 2017-04-15T09:09:25+08:00 ] /web/index.php/User/newUser_cz | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 269 行.
[ 2017-04-15T09:09:25+08:00 ] /web/index.php/User/newUser_cz | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 278 行.
[ 2017-04-15T09:09:25+08:00 ] /web/index.php/User/newUser_cz | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 282 行.
[ 2017-04-15T09:09:25+08:00 ] /web/index.php/User/newUser_cz | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 288 行.
[ 2017-04-15T09:09:25+08:00 ] /web/index.php/User/newUser_cz | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 291 行.
